actual,prediction
7100000.000000005,7174571.046410638
8855989.999999993,8862260.737731924
60000000.0000001,47540968.148364864
5800000.0,5925523.222031419
8999000.000000011,15414591.77811612
4199999.999999997,3824489.8883332624
13791094.000000017,14966390.973366525
5100000.000000003,4603758.930299755
17900064.000000007,18318447.94990102
11500000.000000019,10655724.459563535
10899999.999999993,8766582.555844026
9999999.000000006,11014467.658920167
129999999.99999997,119806028.76834945
23899999.999999978,25278212.994585533
7500000.000000002,7381927.505908714
16199040.000000019,15862625.507842736
7349999.999999996,7322555.551758753
11655444.00000001,10354581.496175263
5900000.000000006,6730220.510646244
6499999.999999999,6403709.226168148
16500000.000000013,15606927.471230162
74120999.99999991,87799360.89645657
6499999.999999999,6990783.06543586
10700000.000000013,11076064.051932279
13300000.000000011,13309192.275866384
11215739.000000019,11233103.044486145
5798999.999999997,6037102.466655065
8918542.000000007,8920514.9650271
9500000.000000015,9646920.348325608
15000000.00000001,18460127.622253634
14373259.999999994,13805578.98330475
10474850.000000015,10626365.979416886
81499999.99999997,80638959.19561547
134084280.00000013,162858277.3219541
70847596.99999996,44384355.32506833
21392000.00000002,20595886.197766397
83499999.99999997,63601932.65317194
8319920.0000000065,8356878.753431401
6999999.999999995,7057219.487378901
8400000.000000006,8089455.0560930865
11112800.000000019,13784133.73229689
13000000.000000013,11050963.471225748
9298999.999999993,8470001.696529107
7139519.999999995,7236970.461094873
6049999.999999998,22268598.56301218
6650000.000000001,6514069.797248865
9658152.000000002,9598946.044846002
16999999.999999974,12486521.837640129
7589439.999999997,7500726.026229336
9949999.999999983,11148259.825277274
7249999.999999998,8568059.695691867
6000000.0,6170450.930055916
60000000.0000001,56491889.607204266
12392490.000000007,12182495.033678113
99990000.0,92334789.90790004
10092799.999999985,11817654.752631465
3987720.0000000005,4225317.786603526
5800000.0,6463248.190680172
11950000.000000011,12564834.692418167
8499999.999999998,8262128.763616408
9299999.999999993,7700844.120597706
11299999.99999999,13213996.156675104
15230751.000000007,15517031.627354236
5800000.0,6055321.026880858
57999999.99999995,53708058.19575317
7300000.000000004,7356242.010303805
8858423.999999993,8660663.096936641
6980000.000000006,6875500.967489079
5497696.000000002,5600775.022108689
13796559.999999996,12396456.27211727
6099999.999999996,6620031.050821981
5650000.000000001,6083384.18809127
21118899.999999993,21261418.158175196
28314293.000000034,30208919.868724223
94999999.99999987,91916804.47599766
68999999.99999994,53725754.182030275
7290000.0,7852230.881006446
9800000.000000007,9504915.15170671
9500000.000000015,9649812.020997852
5100000.000000003,5289589.696267264
5349999.999999998,5343256.2651461065
123811400.0,94890277.7082006
22799999.999999996,19647070.80622504
82705320.0000001,65596546.66915952
31274000.0,31889003.072855618
16493399.999999993,16071583.432732526
15300000.000000017,13833892.428859204
53999999.99999998,32609613.370595373
8299999.999999997,10990990.446549967
5870600.0,5931787.607496602
38500000.00000002,44251896.78654682
6150000.0,6208043.345818502
19033098.00000002,18787905.700217202
22000000.000000007,28631713.853161685
11647760.0,10787688.264812779
11173759.999999996,11013676.121867029
75000000.00000003,61932651.146787375
8443049.999999998,8310238.406064181
10350000.000000004,10044173.291926628
6650000.000000001,6352066.499430667
31366030.000000026,31779148.200797074
10499999.999999994,10150301.379300835
12507999.99999998,14246954.858467259
61233998.99999994,61962444.406675145
79999999.99999988,90929659.73446977
6699999.999999995,6827868.223034939
20112759.99999997,19418781.83957343
10125865.000000002,10117358.105215771
18700000.00000003,19205535.72851991
52252199.999999985,51774234.26319899
17199999.99999998,18986810.153879717
14390000.000000007,9374935.490569383
10870029.99999999,10463936.791649593
21500000.00000001,16355246.489501314
5745599.999999997,5863270.713042587
15848374.000000024,16072625.98972844
78999999.99999993,73304358.47260319
23533244.999999993,20792428.934922706
13324170.000000017,12462787.648848824
9110019.999999985,9037302.376575097
8800000.000000006,8804886.789626425
6206963.999999995,6370477.731951622
6790000.000000004,7516264.752731251
19499999.99999998,17397030.853232417
6400000.000000001,6548082.700411085
27999999.99999999,29903876.932225816
6999999.999999995,5017516.3173022205
7100000.000000005,7467496.390523715
8299999.999999997,8363186.364528146
9500000.000000015,9843158.190275038
9099999.999999985,10240038.07025247
6969999.999999997,6925400.700576009
6749999.999999997,6489855.578294418
6899999.999999999,6693639.462912946
59159999.99999999,61012642.07120022
24700000.000000004,29294393.890146375
14365999.999999985,14700920.17950348
5650000.000000001,5410446.96708732
7816090.000000003,7790941.4204394985
11150000.000000006,10509218.139713163
9480000.000000007,9213106.580905575
10077379.000000007,10161727.575684419
26224999.999999974,46944215.42241628
10850000.000000013,8593038.81780369
20525438.00000002,21436563.72051609
6200000.000000005,6165763.8453946
16299999.99999999,18301144.092294578
6990000.000000002,6989002.622479929
9500000.000000015,9293932.420162419
6499999.999999999,7166274.424154305
115000000.00000007,105319965.27947573
6999999.999999995,6824996.163959513
8747625.0,9265628.053599128
11648401.000000019,12164664.251848748
7199999.9999999935,7151447.96698248
10694840.000000006,10928044.583922694
9871800.000000002,8609749.290993856
6621030.000000004,6330926.71318227
8903069.999999993,8882884.829386318
7500000.000000002,7593867.570346209
9490000.0,9382052.444562035
7800000.000000004,7466540.013935358
8800000.000000006,9083745.99903129
31999999.999999955,27732823.889505006
18589484.999999978,18926623.361231145
16949999.999999978,17302779.803877857
45499999.99999993,73111642.1761786
4597999.999999996,4580103.188796804
6499999.999999999,6167189.02456152
41223826.00000006,40974895.716646485
51900000.00000006,64419384.346498795
44999999.999999985,59742834.491831124
8085929.999999999,7989901.364808684
29417400.000000015,26719798.572571233
97999999.99999994,105383983.62198399
12870722.99999998,13451313.190136647
39499999.999999985,42421563.81165459
7949999.999999994,7945636.780992868
30699999.999999955,38329607.6449712
6419999.999999996,5458140.222150031
13300000.000000011,19007588.82933256
11199999.999999998,10464005.61981237
60095000.000000075,55959211.5786251
36199999.99999996,35735193.1788584
8026476.0000000065,7411940.127165316
7800000.000000004,7718530.504273506
20555978.999999985,21565186.722835034
11000000.000000013,7143200.087767813
6400000.000000001,5947779.161414556
9700000.000000007,10194531.240789436
28999999.999999948,28844149.77986367
9100268.999999993,8525304.990231728
6200000.000000005,6086184.8588508675
40803538.00000005,41194992.666473486
7343739.999999995,7254890.370312035
115000000.00000007,102488285.8930314
30771999.99999996,32099510.599322483
6099999.999999996,5904957.534131607
6466790.000000001,6466720.371031288
7945874.999999995,9422543.75605532
8499999.999999998,7759592.202364763
4462920.000000003,4564300.496915997
25999999.999999985,23645315.012716938
19033098.00000002,18787905.700217202
8171520.0,8268794.826205118
169738509.00000015,132854498.99610248
22590620.000000007,22524538.18585108
191907670.00000027,168496052.82076284
31679720.00000004,29166024.761700146
64900000.00000007,61144554.86427529
19366000.0,20490845.35205684
29800000.0,33146823.752573393
14299999.999999993,12913181.793059189
16299999.99999999,16300060.981711283
47900000.00000004,43763832.65028048
17899999.999999996,17253967.274078958
6057360.000000001,6177889.440646246
7296999.999999996,6101403.778671279
10106849.999999987,10724386.427381046
29015799.99999999,28809037.333178498
5919034.999999996,6659603.044233219
7949999.999999994,10579801.331384832
14585262.999999989,13988413.59682706
335210700.00000006,404829749.59949905
19000000.000000015,13307884.78918619
13880327.999999998,13410403.225495068
6300000.000000002,6687974.950576239
11850000.000000002,10486665.928667396
7800000.000000004,9040487.055758057
24999999.999999963,28899347.944859236
19029199.999999978,18370969.828021858
20999999.99999998,21754224.178540397
2355999.9999999995,2518979.9618552267
13667999.999999983,15333167.495706374
8999999.999999996,10498818.774836153
12088800.000000019,12224311.224103775
5500000.000000001,6132068.273852619
9316661.999999998,8479863.002330512
13490000.000000002,17036534.208799355
34499999.99999998,34457422.66653931
7027260.999999996,6569184.665430592
24899999.99999998,20830252.937264707
6800000.0,6374739.705800416
15916117.000000015,15888746.70060192
7199999.9999999935,7321024.954480392
26999999.999999993,18111739.9522795
5850000.000000001,6373028.800856461
16205600.000000007,16422350.61387414
6732062.000000006,6682598.165886542
150000000.00000024,236138834.82421896
20575124.999999978,22141400.784730777
30699999.999999955,27309828.495643005
8999999.999999996,10707801.549831904
13499999.999999993,13897800.607636318
6412841.999999998,6743482.415690472
7429970.000000006,6927312.94086218
12319222.00000001,12792295.496293776
3693755.0000000014,4067843.0740214023
18350000.0,18045250.204312004
7500000.000000002,8399210.542462328
29089569.999999985,31137609.710322462
7290000.0,7107649.030122325
5825489.999999996,5979974.299974993
9464201.999999998,8027694.981820138
9900000.000000013,8948514.900984507
229999999.99999994,176038304.8711535
16327553.000000017,17206909.39022144
7400000.0,7695131.966358788
11500000.000000019,11286058.821461381
20999999.99999998,26154025.334270995
78435280.00000007,85401001.18157025
14000000.00000001,13756642.924075792
6800000.0,6513384.203506232
9800000.000000007,9985984.183461744
11963110.000000013,12516657.055306744
11990799.999999996,12112746.306738893
5620000.000000004,5599161.367037295
14747353.999999989,14929579.409545409
8846899.999999993,12609089.370217636
17600000.000000015,22151793.979106404
9354989.999999989,9237385.19331221
14000000.00000001,11724821.151479548
20000000.000000015,21951352.650524143
9903999.000000011,13551117.049469847
24246999.999999978,23415620.462768674
21500000.00000001,19084362.108635373
8000000.000000002,7729694.518213183
9900000.000000013,9418723.693292161
5197919.999999998,5244368.301899184
4900000.000000004,4246291.286942318
33500000.0,25718295.2350306
12799999.99999998,12289261.443098772
20109600.000000004,20085525.677858137
16796585.0,15837404.406962566
7580000.0,8080976.006453921
15399999.999999993,12585911.457977252
16000000.000000026,21526797.661406305
6150000.0,6185112.062911944
9999999.999999996,10681962.20994474
17899999.999999996,17631905.696354054
12499999.999999985,15574207.67556772
9700000.000000007,9355637.31701892
16320000.000000017,12952969.934872933
5990000.000000006,6984725.942632869
49949999.99999996,47442329.54356047
7299360.000000004,7426901.2669344125
6699999.999999995,6635772.515491894
14200000.000000004,13093828.362370161
10026589.99999999,10024325.965914348
10480000.000000007,10511231.135848567
7207920.000000005,7194162.946338722
11900000.00000002,11649915.31803321
6120000.000000006,6301032.241397504
6364049.999999998,6357577.132963938
12388999.999999994,14079365.696900385
11279730.000000017,11333529.925982889
9700000.000000007,10049813.778290844
12137919.999999989,12528005.075634409
14899999.999999996,14022042.19029409
61848303.999999896,71074374.7086207
5800000.0,6048584.522948795
6899999.999999999,6594493.126942383
7451999.999999996,7543379.415679088
7500000.000000002,7222242.931649845
4599999.999999998,4719749.771017341
42000000.00000003,47707461.79874613
8069260.000000005,7796160.034886433
6699999.999999995,7672615.310069723
6219999.999999998,6364529.985456389
12499999.999999985,10822229.836770402
13000000.000000013,11828126.682348408
12499999.999999985,11844460.648115719
20551830.000000026,26588744.85717694
13943339.999999978,14914644.451594157
9099999.999999985,10004811.083513131
10798999.99999999,10646624.694077302
14971059.999999989,15245441.803172644
19499999.99999998,18357751.121494107
8349999.999999995,10441409.214535015
123811400.0,100727112.79571345
77250000.00000004,68316717.32921886
7498999.999999996,7625693.215145952
8129321.999999999,7043950.364045138
4540420.000000002,5237379.51886975
12341000.000000007,12367196.65781876
11856498.999999989,11135449.08562959
5800000.0,5753214.236116489
13600000.00000001,17581160.74048093
22152272.999999963,22968028.322687995
43000000.000000015,40325845.4087397
10899999.999999993,10562263.081869647
6790000.000000004,6936714.972191371
19299999.999999985,21712321.67510818
8099999.999999998,8077658.633155675
7900000.000000005,7238777.4898597635
6300000.000000002,6356138.237427107
5800000.0,6061374.892198074
23336946.99999997,24515874.978740368
9500000.000000015,9280334.586648162
25962672.000000007,25015658.43486572
9341669.999999996,9662379.360153576
15229740.999999993,15721341.995565947
6243489.999999995,5616401.768285613
7800000.000000004,7448496.656044866
4300000.000000002,5122779.380277645
7819600.000000003,8142611.80973535
59000000.00000009,41874186.19068912
10100000.000000006,11151818.05857044
13100000.000000015,13310629.809672052
14404499.999999987,16228012.291793386
6300000.000000002,6412847.06176791
7594999.999999997,7878373.627797525
85000000.00000004,83751233.23185612
11021399.999999989,10136036.154982993
9303890.999999998,9390494.738498315
6400000.000000001,5993730.636544751
8800000.000000006,10302821.915356567
9700000.000000007,8770273.465262182
8499999.999999998,8587628.770461366
5500000.000000001,5354133.2151653925
5800000.0,5237051.453675097
9595000.000000017,8784990.341365594
9448162.000000013,9508028.242546286
22999999.999999974,28194948.779815413
26450000.000000015,27573593.7468767
12239999.999999981,11022907.401010785
57899999.99999998,79963636.21563157
24073000.00000003,23486125.925436698
6150000.0,6170315.937491538
8099999.999999998,6668914.8222014755
20000000.000000015,22628072.577601835
16649999.999999974,16865526.018055044
7800000.000000004,7249704.150742303
7904000.0,7920543.565340698
9781883.999999996,8631334.7382077
9599999.999999998,9135590.885742467
17800000.000000004,20336456.903617807
10427779.999999989,10486649.559397722
89899999.99999996,109334185.87866898
3477000.000000003,3412656.397650719
14299999.999999993,15519728.675864315
9850000.000000017,13750000.932387566
8370000.000000002,8839437.662236258
11699999.999999993,10494658.308137609
5900000.000000006,6007416.98064162
11241294.999999985,11029928.444848282
11970000.00000001,15642787.667314917
6899999.999999999,7339343.595619913
18023179.99999999,11552089.294100313
9850000.000000017,9422228.887339195
8480000.000000004,9637254.546237335
12187080.000000013,12034931.947404029
6350000.0,6196025.943203354
10859400.000000017,11003875.062517999
35000000.000000015,37537288.41186286
5996679.999999996,5923776.295761175
24722160.000000034,22133099.36303712
14902838.999999976,16462255.690461375
33999999.99999994,28836785.830196235
169039499.99999976,78744040.23504315
13789999.999999993,13489024.599598162
105206000.00000007,104199089.21100585
51999999.99999991,61620213.3196142
7105743.0,6596089.00659775
6899999.999999999,6678745.879449347
6499999.999999999,6644152.674803176
7844735.999999998,7702400.451620776
16060246.999999994,15553364.639788032
139287825.0,126432596.77444448
6899999.999999999,6661150.17668828
7556149.000000001,7474213.143580768
55200000.00000003,58294205.66507454
8550000.000000006,9320651.078031886
13100000.000000015,12164918.52743583
8705430.000000004,8641279.011302195
25999999.999999985,25512765.986984577
12760000.000000019,12231551.851091877
36999999.99999993,43012539.38569127
12339999.999999993,9503188.840160955
7799778.0,7804082.685196123
14499999.99999999,17553032.0704213
16526388.99999999,16478161.690374026
17999999.999999985,20502217.64659558
12685199.999999983,12116074.067780372
7849999.9999999935,8032802.011186431
19499999.99999998,15652257.0640297
27500000.000000015,45643406.38344162
9889999.999999989,9797495.398030076
8599999.999999996,8003766.150570572
13096769.99999998,12442978.498841839
13079504.000000015,13668513.91969923
6849999.999999996,7779362.0814284105
18899999.999999974,16181570.866921589
15000000.00000001,12539609.942338051
22856288.000000004,22062814.15761322
16700000.000000022,15841434.181172756
86659999.99999987,80642296.40210927
25500000.000000026,21608572.502616644
6899999.999999999,6994661.051806932
15916949.999999996,15837052.585406348
39800000.00000001,35266902.07500036
11729999.999999987,11542370.952524291
11000000.000000013,10839921.61982665
158158503.00000027,131957726.47168763
4333979.999999998,4294109.908342237
4579199.999999997,4831670.520039609
8661399.999999994,8859479.224545728
10617156.000000004,10671578.168396318
8849999.999999996,9088657.234703204
10163009.999999989,9812256.818561366
84175990.00000015,89715678.63893779
16608500.000000024,14120046.942886513
7100000.000000005,8672953.782851761
8199999.999999994,8659080.980073355
6950000.000000006,7209007.744382528
6400000.000000001,6700504.157459416
4708439.999999996,4698229.854927982
8499999.999999998,8645837.716111949
21999000.000000037,27780935.647616953
15199999.99999998,11982408.000592895
11000000.000000013,13163450.372358661
18700000.00000003,16374600.971132675
4991996.000000004,5112821.767428717
75000000.00000003,61320608.509532
9859130.999999996,9875838.54551933
25999999.999999985,16686844.448673377
6599999.999999998,9390427.668506438
9920702.99999999,9825147.691476753
10635715.999999985,10798498.398781223
8199999.999999994,7822584.540761456
20899999.99999997,15053323.859960947
8665254.000000006,8108992.9437068915
10700000.000000013,12574094.82999218
96572891.99999996,78584276.07556242
32900000.000000004,50383614.03395757
5650000.000000001,5972626.092996496
19299999.999999985,20874923.966673747
7342541.999999997,7377510.980428109
10431300.000000011,10787688.264812779
6990000.000000002,8140268.321718499
6150000.0,5982500.643378762
2950000.000000002,2914101.6434382102
12899999.999999998,11401683.402777173
9299999.999999993,8259897.822840528
9900000.000000013,10094529.89427879
21437040.000000037,21161272.974311516
12799999.99999998,16161784.266923904
16999999.999999974,15074263.727131411
8458109.000000007,8393838.669556694
7150000.000000002,7726375.209547098
7700000.0000000065,8976161.571660146
6049999.999999998,6638218.840246968
7971809.999999999,7682278.341383923
7199999.9999999935,7315436.457672426
8650000.0,9001338.028551444
7300000.000000004,6951952.228275084
6499999.999999999,6218050.63000944
84191751.99999994,81194361.51548085
11850000.000000002,11984824.81082993
18199999.999999993,18004907.82340263
12000000.000000007,11089476.910368048
5870426.999999999,5824401.143879203
7199999.9999999935,8508349.596870037
6999999.999999995,7029308.434954616
8093350.000000003,8021337.423827333
6800000.0,6778840.540459809
9769999.999999989,10457358.132651143
35248766.999999985,37018040.777703375
35198583.0,36122150.022974454
15000000.00000001,14725724.8995334
19499999.99999998,20052132.43670357
6699999.999999995,6210227.454600487
11465400.000000002,14635546.9451296
5900000.000000006,4868725.688826945
7454199.999999995,7439662.900081727
11500000.000000019,11986910.01656202
11059150.999999983,12648654.260979602
8000000.000000002,7170092.236925224
5843226.000000003,5844264.346213624
9800000.000000007,9526172.883308986
5699999.999999996,5607760.41098359
45426163.00000006,51193497.1066442
86404640.00000012,84738998.18529257
7449000.000000001,7479385.203866478
7399239.999999995,7450568.669973424
17006220.000000004,19575325.166102786
33999999.99999994,20262073.51655003
12740000.000000017,12814385.253264109
16566528.000000007,17569280.63701507
7599999.999999995,7492933.230933992
5331400.000000005,5457627.920417612
8499999.999999998,8732593.387392191
59000000.00000009,52789687.48225823
7797274.999999996,7870317.644647682
47471399.999999955,57432268.31611469
14499999.99999999,16230632.188449154
13499999.999999993,11902114.9757405
6499999.999999999,6403691.662906168
13900000.000000019,14931686.524550002
6899999.999999999,7213382.291738812
8999999.999999996,8568282.19440708
27999999.99999999,22171874.045014597
13949999.999999976,14192443.702535069
9288630.000000007,9635475.356654247
12000000.000000007,14091113.71963528
21799999.99999997,31135681.981315367
12967919.99999998,12101042.173098018
9576000.000000006,8601254.135536695
11800000.000000013,11244990.032537347
5628798.999999999,5658634.4811609825
14899999.999999996,17564771.426490583
10499999.999999994,11179586.320731314
17740800.000000022,18718957.002195224
8499999.999999998,8521461.512156418
13200000.000000019,10430029.141017014
97431500.99999984,93089505.03657882
20292443.99999997,19523124.942807786
9599999.999999998,9597247.974560492
19794760.000000007,21016633.588871542
79949999.99999999,82499369.94716838
8299999.999999997,7452073.811034969
7800000.000000004,7211503.159073282
50000000.00000009,36010154.38669675
6200000.000000005,6339567.1899836045
7900000.000000005,8388928.510189112
9400000.000000015,9082794.05669019
20710000.000000022,14623570.294215035
59000000.00000009,59392884.26692097
12400000.000000017,12623649.95940958
18946589.99999999,19543566.312381163
6980000.000000006,6831663.057432254
19699999.999999985,19238680.94322359
8514879.999999994,8368126.245405989
34179999.99999997,55175645.03380531
12600000.000000015,12820192.765525723
46999999.99999998,48724332.223682605
44999999.999999985,33887780.40883678
6899999.999999999,7218153.305103317
8439117.0,7347395.222847375
13499999.999999993,12442028.367202591
14700000.000000002,17209841.605115943
14432599.999999974,13805935.043770317
20500000.000000022,20396645.806664333
6800479.999999994,6354070.5616169395
12000000.000000007,12535935.79380994
23840000.000000007,24466448.412798863
13761494.999999998,13418573.623494701
13096434.999999996,15468458.622274412
7700000.0000000065,7815557.366414911
12306999.999999994,12299112.656115025
6047899.999999997,5743745.745400509
13600000.00000001,27584500.73592934
6499999.999999999,6512836.056704115
8169600.000000005,8013167.788202006
13255088.00000001,11452712.69066051
39900000.00000004,53736429.80039231
15522000.000000017,15685660.821072383
13499999.999999993,10939204.345164178
142383109.9999999,125952021.21086334
5500000.000000001,5277678.348815761
7989999.999999995,7894727.555564852
10990000.000000002,9733001.631580647
14200000.000000004,12792071.275789248
8038710.000000006,8145122.644363748
9855899.99999999,9588968.282797541
7249999.999999998,7485067.836313921
9299999.999999993,9173617.450782679
45499999.99999993,25148641.08780102
48999999.999999955,45523416.687981494
297147359.99999964,272250794.7073164
86999999.99999994,81636238.9643783
10499999.000000007,11697509.646068167
35000000.000000015,58780969.02961223
6499999.999999999,6888835.733757686
11940800.000000011,12430188.970210992
13990000.000000019,16022905.816159347
85000000.00000004,109130970.92177849
7199999.9999999935,7267539.27950497
10100000.000000006,8872971.712785123
6200000.000000005,6054552.511986101
50000000.00000009,37605398.49069779
7900000.000000005,8040985.46732464
6999999.999999995,8762364.281873612
13100000.000000015,9893676.965164067
22801999.999999996,21971707.899617564
8000000.000000002,7615408.161943162
7800000.000000004,7916222.120192679
4932000.000000001,6014694.121507227
6049999.999999998,8384135.083566498
457105499.9999992,392110535.5827202
41052980.000000015,47139068.38821526
8998130.000000007,8777220.742771082
19566967.999999978,20433731.010113467
119999999.9999999,111199895.42124759
6400000.000000001,6562371.969970272
5527730.000000003,6286946.396996679
9691329.99999999,9281887.443663036
5500000.000000001,5528497.600221558
7400000.0,8491681.162706014
5800000.0,6413855.515814454
8599999.999999996,8101672.459579331
19499999.99999998,17857332.082612026
8800000.000000006,8524463.154289514
21392016.000000022,19684285.21414481
23200000.000000037,21786465.611230142
6360152.000000005,7099208.217112408
7998999.999999994,7751374.817255043
10650000.000000004,10256074.241584105
7074699.999999998,7194372.546356165
6350000.0,6541559.016513314
20699999.99999997,14879896.61357539
24798799.999999996,24761589.315806665
9450000.000000011,8713738.244570011
7400000.0,7290441.985852216
10955999.99999999,10547835.776150366
8623300.0,9037984.75548044
14549999.99999999,14528554.623401228
23500000.00000002,19112507.79938926
145399999.99999982,133696143.02022418
33500000.0,39420965.44752624
7800000.000000004,6864425.520517049
4650000.000000001,4047829.8233448192
8136640.000000001,8568237.705953576
106587300.0000001,109446491.69898576
9330749.999999996,9433445.9403818
7124999.999999999,7172692.027321635
23500000.00000002,18958594.716633923
7401285.000000002,7999941.225313109
5300000.000000001,4116801.2147397464
7924945.000000002,7315792.560015836
13900000.000000019,15002258.934966994
16575999.999999996,16216114.38466262
12050302.99999998,12196292.355163913
4483220.000000002,4501404.220469134
9787320.00000001,9635883.770397797
10359380.000000002,10443623.362022134
15699999.999999976,15536906.285571711
10073419.999999996,10744231.61367661
8099999.999999998,8111854.359246372
9049999.99999999,8995463.838672424
37999999.99999996,26849793.65825056
42941601.99999999,42168334.517875485
96391798.99999988,106060405.72207189
84101652.99999997,78007489.68134691
8499999.999999998,8669626.153128795
8569499.999999996,8670460.205269499
13312640.000000022,12825632.567978702
10700000.000000013,8749200.829843635
9920740.000000002,9992325.865924997
476673889.99999917,352445950.42908895
7599999.999999995,10234877.717719754
12942545.000000004,12784574.70262201
9800000.000000007,10333195.867111154
30663900.000000037,31595813.751695957
12119588.999999996,11329782.260020398
9400000.000000015,9992336.935904605
7730529.999999995,7952673.382583462
7599999.999999995,8850539.036635263
39499999.999999985,50243581.6625337
40280356.99999993,39566834.1649579
16299999.99999999,13224900.9343939
5699999.999999996,5805307.1341201505
33500000.0,14217934.47440657
16994300.0,17077600.911931366
9800000.000000007,9374976.888925232
132599999.99999985,134354140.48156673
50000000.00000009,47481683.83281822
8394149.999999993,8389088.823093928
6899999.999999999,6817619.837568879
4280000.000000002,5293291.848155681
7928699.999999998,7852168.719274638
28700000.000000007,27826584.929117993
10700000.000000013,10428690.860946164
16643900.000000017,16588781.927786417
8499999.999999998,11092240.825586995
17299999.99999997,17557505.189058896
12789999.999999993,10148684.674359
7787137.9999999935,8149427.204722285
15693100.999999998,15353275.156424599
5300000.000000001,6313295.888555767
229051089.99999967,249556029.7765239
16749999.999999985,18572915.541172605
33537750.000000004,34320624.322907194
10377039.999999993,9578638.76808872
7579019.000000005,7781147.726814045
49900000.00000005,54910250.69198365
16620457.000000017,15296450.45425878
34900000.00000001,39960624.343920186
10899999.999999993,12000009.931393307
9989999.999999989,10989330.273011092
10499999.999999994,9422070.205748567
41614844.00000004,41495046.26476704
10408999.999999998,8741593.215762304
6049999.999999998,6456038.3447731165
9125600.000000011,8597294.229216648
7199999.9999999935,7602335.071929008
7482146.0,7815455.1093047
5800000.0,6425461.916506002
6790000.000000004,6300356.594025125
15000000.00000001,14035163.679515729
5450000.0,5584542.474576895
144989999.99999997,207685894.42764488
16299999.99999999,16252681.01176918
9949999.999999983,10966484.261344887
94901437.99999988,97967859.27645448
20106600.000000022,19198030.139802765
90000000.00000004,71022791.1288812
8599999.999999996,8523106.065952757
49949999.99999996,31215726.233943585
10748228.000000015,9958533.95026724
15432567.000000022,14698628.69001428
14063824.0,14059373.056733537
6099999.999999996,5772613.8387387125
13621099.999999987,15363283.918786079
146642221.9999999,90586280.2527644
3950000.0000000005,3764025.5764860804
6200000.000000005,7149069.517850924
25473799.999999993,26257197.723862484
19942415.999999978,19935925.880687956
5100000.000000003,6054992.16793915
9390000.000000017,9090543.936775
9750000.000000004,10544503.79832971
20151156.99999999,20118765.94317067
93000000.0000001,79632148.91309811
7400000.0,6194683.12043586
7400000.0,7614220.265890882
10529999.999999989,10767890.308900183
10100000.000000006,9959434.854677424
60000000.0000001,62062135.70755912
6350000.0,4981042.0197242955
6099999.999999996,6368648.83271761
6499999.999999999,6720790.925079312
12280000.000000004,9322197.643392483
41402000.00000003,41755127.168795265
61500000.00000002,51918907.33894451
34499999.99999998,36237857.66680076
8999999.999999996,10114880.073094308
6054567.000000003,5647049.831313836
6300000.000000002,6208176.276064109
15699999.999999976,16005038.252640156
7700000.0000000065,7461168.05188127
8599999.999999996,8627213.237378938
14499999.99999999,13137047.801683491
28500000.000000034,22626198.22271477
10637572.000000002,9635513.332725853
10199999.999999985,9846841.016937297
8000000.000000002,8117941.344127802
15699999.999999976,14046133.26839039
5500000.000000001,4690077.506447527
85000000.00000004,67354107.20339637
9490000.0,10483341.574051522
20007000.000000015,20178202.94985339
52999999.99999999,55380459.59767454
8800000.000000006,10252172.236963253
20500000.000000022,21100897.071374442
71000000.00000009,50396870.88096766
7199999.9999999935,7426151.370531718
44276733.999999925,50218876.36004546
110000000.00000012,94018185.9897564
6743990.000000003,6557296.385870286
14662295.999999974,14868085.611249303
13499999.999999993,11609820.093756504
9150000.00000001,10312805.660332998
11314560.000000019,11114735.7802581
9908469.999999985,9809789.626815697
22000000.000000007,27972038.64543142
113301020.00000001,108518399.98768649
7800000.000000004,8514689.23589486
7081930.0,7043656.035118912
9124499.999999989,10252006.63069685
23835500.000000015,24162490.15601319
5199999.999999999,6038032.176427116
6999999.999999995,6270665.615028775
4500000.000000002,6502362.000394255
6990000.000000002,6989002.622479929
22050000.0,24708748.716922965
11503266.0,11414385.96326771
9800000.000000007,10202905.942936525
13000000.000000013,14859909.723610401
6323700.000000006,6095684.915475435
9673683.999999994,9911941.91582117
37997000.00000006,32603125.45441147
7700000.0000000065,7831882.173370095
6999000.0,6780664.94008821
11490000.000000013,10903895.5963531
39154500.00000001,33613454.28378392
79979998.99999993,69491573.61530292
4900000.000000004,6928321.319236756
11699999.999999993,11309344.825459413
14499999.99999999,18389007.827029094
15384199.999999994,16556006.147548296
14499999.99999999,13916793.185917158
11115790.000000006,10217425.295277696
4199999.999999997,3798687.009899699
346176674.0000001,170635520.38369903
159999999.99999982,98724753.38642673
19928000.000000026,20665087.280627683
6499999.999999999,7168954.845870512
58912499.999999955,54031510.900586866
19299999.999999985,16735224.607729923
9500000.000000015,9280568.432103157
89499999.99999985,89092895.50558367
9249999.999999987,9123944.978749208
8249999.9999999935,8757979.531716518
9999999.999999996,8108803.806830307
8098800.0,8817255.193185126
10238097.999999983,10196234.916237539
21925999.999999978,23271167.816024017
6800000.0,6873621.28683785
8499999.999999998,8218925.2657989515
4900000.000000004,5185230.171632613
11023869.999999989,11528133.562886968
7100000.000000005,10806803.517796198
4099999.999999998,5019526.808798912
5199999.999999999,5917620.534613087
37810078.000000045,47730252.58399727
50000000.00000009,85791135.13404606
26600000.000000022,25143945.849500068
10793440.000000011,11957517.375212234
